Submitted at,Country you live and work in,City,Gender,Your age,Your job title,UI/UX Designer,What is your current type of employment?,Level of seniority,Primary field of work,Years of relevant design experience,Years of total working experience,Years of relevant experience_grouped,Highest level of formal education attained,Did you have design-related education (Formal/informal)?,Select the relevant design-related education. Select all that apply.,"Select the relevant design-related education. Select all that apply. (Formal design education (Diploma, Degree..))",Select the relevant design-related education. Select all that apply. (Online certification (e.g. Coursera or IDF)),Select the relevant design-related education. Select all that apply. (Bootcamps (e.g. General Assembly)),Select the relevant design-related education. Select all that apply. (In-person certified courses),Select the relevant design-related education. Select all that apply. (Self-taught / informal / unstructured courses),Have you lived and worked in another country?,Currency you draw your salary in,Would you like to share your base salary on a monthly or annual basis?,Annual base salary,Monthly base salary,Annual bonus,Annual stock grant (in local currency),Other compensation (annual basis),Annual Total Comp,Annual Total Comp (SGD),Exclude,More than 1 row_jobtitle,Other benefits,What type of company do you currently work for?,Industry your company is in,Company size,Size of design team,Are you physically located at your company headquarters?,Work arrangement at company,Company name
23/10/2024 11:49,Indonesia,Yogyakarta,Male,18 - 24,Motion graphics designer,UI/UX Designer,Full-time employee,Mid-level IC,Motion / animation design,1,3,Up to 3 years,Not applicable,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,Yes,IDR,Monthly,,"3,000,000",,,,"36,000,000","3,024",,Y,Health insurance,Start-up,Branding,Nov-50,Nov-50,Yes,4 days on-site,
23/10/2024 11:51,Indonesia,Jakarta,Male,25 - 30,Specialist UI/UX Designer,UI/UX Designer,Full-time employee,Lead / Staff / Principal IC,Product / UX design,6,6,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"30,000,000","67,500,000",,,"427,500,000","35,910",,Y,"Paid time off / vacation time, Health insurance, Dental insurance",Start-up,Financial services,51 - 200,2-Oct,Yes,1 day on-site,
23/10/2024 11:53,Indonesia,Semarang,Female,18 - 24,Junior UI/UX Designer,UI/UX Designer,Self-employed (Freelancers; own company),Junior IC (Entry level),Product / UX design,2,1,Up to 3 years,Diploma,Yes,Bootcamps (e.g. General Assembly),FALSE,FALSE,TRUE,FALSE,FALSE,No,USD,Monthly,,240,,,,"2,880","3,888",,Y,Holiday,Start-up,"Technology, media & telecommunications",Nov-50,Team of 1,No,Fully remote,
23/10/2024 11:54,Indonesia,Jakarta,Male,18 - 24,UI/UX Designer,UI/UX Designer,Full-time employee,Junior IC (Entry level),Product / UX design,8,2,5 to 10 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"5,750,000",,,"232,000","69,232,000","5,815",,Y,"Flexible schedule, Allowance for flexible working arrangement (remote/co-working space), Health insurance",Start-up,"Technology, media & telecommunications",Nov-50,Team of 1,Not applicable,Fully remote,
23/10/2024 12:02,Indonesia,Bandung,Male,25 - 30,UI/UX Designer,Privacy,Full-time employee,Junior IC (Entry level),Product / UX design,2,2,Up to 3 years,Bachelor's degree,Yes,"Online certification (e.g. Coursera or IDF), Bootcamps (e.g. General Assembly), Self-taught / informal / unstructured courses",FALSE,TRUE,TRUE,FALSE,TRUE,No,IDR,Monthly,,"7,000,000","14,000,000",,,"98,000,000","8,232",,Y,,Agency / Consulting,"Technology, media & telecommunications",51 - 200,2-Oct,No,2 days on-site,
23/10/2024 12:04,Indonesia,Bali,Male,18 - 24,Privacy,UX Researcher,Fixed term contractor,Mid-level IC,Visual / UI design,6,4,5 to 10 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"6,000,000",,,,"72,000,000","6,048",,,Flexible schedule,Agency / Consulting,All of them,Nov-50,2-Oct,Yes,Fully remote,-
23/10/2024 12:07,Indonesia,Jakarta,Male,25 - 30,UX Researcher,Invalid link,Full-time employee,Junior IC (Entry level),Product / UX research,6,6,5 to 10 years,Master's degree,Yes,Online certification (e.g. Coursera or IDF),FALSE,TRUE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"16,900,000","16,900,000",,"16,900,000","236,600,000","19,874",,Y,"Health insurance, Paid medical leave",Large enterprise (MNC),"Technology, media & telecommunications","1001 - 10,000",101 and above,Yes,Fully on-site,Telkom
23/10/2024 12:13,Indonesia,Jakarta,Male,25 - 30,Invalid link,UI/UX Designer,Full-time employee,Senior IC,Product / UX design,5,8,5 to 10 years,High school / secondary school,Yes,"Online certification (e.g. Coursera or IDF), Bootcamps (e.g. General Assembly), Self-taught / informal / unstructured courses, In-person certified courses",FALSE,TRUE,TRUE,TRUE,TRUE,No,IDR,Monthly,,"11,000,000","22,000,000",,,"154,000,000","12,936",,,Health insurance,Small-medium enterprise,"Technology, media & telecommunications",51 - 200,2-Oct,Not applicable,Fully on-site,Telkom Corporate University
23/10/2024 12:13,Indonesia,"BSD, Tangsel",Male,25 - 30,UI/UX Designer,Product designer,Full-time employee,Mid-level IC,Visual / UI design,3,3,3 to 5 years,Diploma,Yes,In-person certified courses,FALSE,FALSE,FALSE,TRUE,FALSE,Yes,IDR,Monthly,,"8,000,000",,,,"96,000,000","8,064",,Y,,Start-up,"Technology, media & telecommunications",1-Oct,Team of 1,No,Fully remote,
23/10/2024 12:18,Indonesia,Jakarta,Male,31 - 35,Head of Product Design,UI/UX Designer,Full-time employee,Manager,Product / UX design,7,7,5 to 10 years,Master's degree,Yes,"Bootcamps (e.g. General Assembly), Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF), Self-taught / informal / unstructured courses, In-person certified courses",TRUE,TRUE,TRUE,TRUE,TRUE,No,IDR,Monthly,,"37,000,000","148,000,000",,,"592,000,000","49,728",,Y,"Transport subsidies, Flexible schedule, Professional development, training, or learning fund, Internet / mobile phone subsidies, Health insurance, Dental insurance, Meal subsidies, Paid medical leave, Paid time off / vacation time",Start-up,Financial services,201 - 1000,2-Oct,Yes,3 days on-site,
23/10/2024 12:18,Indonesia,"Pare, Kediri",Female,18 - 24,UIUX Designer,Graphic Designer,Full-time employee,Junior IC (Entry level),Product / UX design,3,0,3 to 5 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"3,000,000",,,,"36,000,000","3,024",,Y,"Paid medical leave, Paid time off / vacation time, Internet / mobile phone subsidies, Onsite food / snacks, Spiritual support",Agency / Consulting,Digital marketing,Nov-50,2-Oct,Yes,Fully on-site,Impacta
23/10/2024 12:19,Indonesia,Jakarta,Female,25 - 30,Senior Graphic Designer,UI/UX Designer,Full-time employee,Senior IC,Marketing / graphic design,4,8,3 to 5 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"6,000,000",,,,"72,000,000","6,048",,Y,"Health insurance, Transport subsidies",Large enterprise (MNC),Insurance,51 - 200,2-Oct,Yes,Fully on-site,
23/10/2024 12:19,Indonesia,Jakarta,Female,25 - 30,UI/UX Designer,Product designer,Full-time employee,Junior IC (Entry level),Product / UX design,2,2,Up to 3 years,Bachelor's degree,Yes,"Online certification (e.g. Coursera or IDF), Bootcamps (e.g. General Assembly), Self-taught / informal / unstructured courses",FALSE,TRUE,TRUE,FALSE,TRUE,No,IDR,Monthly,,"7,000,000",,,,"84,000,000","7,056",,Y,Flexible schedule,Start-up,"Technology, media & telecommunications",1-Oct,Team of 1,No,3 days on-site,
23/10/2024 12:21,Indonesia,Purwokerto,Male,18 - 24,Product Designerr,UI/UX Designer,Full-time employee,Mid-level IC,Product / UX design,3,3,3 to 5 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"7,000,000",,,,"84,000,000","7,056",,Y,"Professional development, training, or learning fund, Allowance for flexible working arrangement (remote/co-working space), Health insurance, Paid medical leave",Agency / Consulting,"Technology, media & telecommunications",Nov-50,2-Oct,Yes,4 days on-site,
23/10/2024 12:21,Indonesia,Jakarta,Female,25 - 30,UI/UX Designer,digital content specialist,Full-time employee,Mid-level IC,Visual / UI design,2.5,6,Up to 3 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"7,900,000",,,,"94,800,000","7,963",,Y,"Flexible schedule, Internet / mobile phone subsidies, Health insurance, Transport subsidies, Professional development, training, or learning fund, Budget for equipment or home office setup",Large enterprise (MNC),Insurance,201 - 1000,2-Oct,Yes,Fully on-site,Sequis Life Insurance
23/10/2024 12:25,Indonesia,Jakarta,Female,25 - 30,digital content specialist,UI/UX Designer,Full-time employee,Senior IC,Marketing / graphic design,6,7,5 to 10 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"9,000,000","13,000,000",,,"121,000,000","10,164",,,"Meal subsidies, Dental insurance, Paid medical leave, Health insurance",Retail and fashion,Consumer products,201 - 1000,2-Oct,Yes,Fully on-site,-
23/10/2024 12:29,Indonesia,Surabaya,Male,25 - 30,UI/UX Designer,Multidisciplinary Designer,Full-time employee,Mid-level IC,Visual / UI design,3,3,3 to 5 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,Yes,IDR,Monthly,,"15,000,000",,,,"180,000,000","15,120",,Y,,Start-up,"Technology, media & telecommunications",Nov-50,2-Oct,No,Fully remote,Blackbox AI
23/10/2024 12:32,Indonesia,Jakarta,Male,25 - 30,Art Director,Multidisciplinary Designer,Full-time employee,Senior IC,Marketing / graphic design,8,6,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), In-person certified courses",TRUE,FALSE,FALSE,TRUE,FALSE,No,IDR,Monthly,,"8,200,000",,,"100,000","98,500,000","8,274",,Y,Health insurance,Small-medium enterprise,"Retail, wholesale & distribution",Nov-50,2-Oct,Yes,Fully on-site,PT Artadia Kreasi Global
23/10/2024 12:36,Indonesia,Batam,Male,18 - 24,Junior Interior Designer,Graphic Designer,Full-time employee,Junior IC (Entry level),Architect / spatial design,2,4,Up to 3 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF), Bootcamps (e.g. General Assembly)",TRUE,TRUE,TRUE,FALSE,FALSE,No,IDR,Monthly,,"5,500,000",,,,"66,000,000","5,544",,Y,,Agency / Consulting,Architecture and design,1-Oct,2-Oct,No,Fully remote,
23/10/2024 12:36,Indonesia,Jakarta,Male,18 - 24,Graphic Designer,UI/UX Designer,Full-time employee,Lead / Staff / Principal IC,Marketing / graphic design,6,4,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"3,000,000",,,,"36,000,000","3,024",,Y,Health insurance,Agency / Consulting,Entertainment,Nov-50,2-Oct,Yes,4 days on-site,PK Management
23/10/2024 12:42,Indonesia,Other,Female,18 - 24,UI/UX Designer,UI/UX Designer,Full-time employee,Mid-level IC,Product / UX design,4,3,3 to 5 years,Diploma,No,,,,,,,No,IDR,Monthly,,"2,000,000","2,000,000",,,"26,000,000","2,184",,Y,,Start-up,"Technology, media & telecommunications",Nov-50,2-Oct,Yes,Fully on-site,
23/10/2024 12:43,Indonesia,Bandung,Male,25 - 30,UI / UX Designer,UI/UX Designer,Fixed term contractor,Mid-level IC,Design leadership and management,4,4,3 to 5 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"6,720,000",,,,"80,640,000","6,774",,Y,Health insurance,Small-medium enterprise,Banking & capital markets,"1001 - 10,000",Team of 1,Yes,Fully on-site,bank bjb syariah
23/10/2024 12:48,Indonesia,Jakarta,Female,25 - 30,UI/UX Designer,Graphic Designer,Full-time employee,Mid-level IC,Product / UX design,3,5,3 to 5 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Bootcamps (e.g. General Assembly), Online certification (e.g. Coursera or IDF)",TRUE,TRUE,TRUE,FALSE,FALSE,No,IDR,Monthly,,"6,628,265",,,,"79,539,180","6,681",,Y,"Onsite food / snacks, Wellness (gym, fitness, etc), Internet / mobile phone subsidies, Paid medical leave, Paid time off / vacation time",Small-medium enterprise,IP Development,51 - 200,Team of 1,Yes,Fully on-site,
23/10/2024 12:48,Indonesia,Surakarta,Male,25 - 30,Graphic Designer,Graphic Designer,Fixed term contractor,Mid-level IC,Marketing / graphic design,1,7,Up to 3 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"2,750,000","35,000,000",,,"68,000,000","5,712",,Y,Meal subsidies,Hotel,"Transportation, hospitality & services",Nov-50,Team of 1,No,Fully on-site,Solia Hotel Yosodipuro Solo
23/10/2024 12:48,Indonesia,Jakarta,Male,25 - 30,Graphic Designer,Graphic Designer,Full-time employee,Lead / Staff / Principal IC,Marketing / graphic design,6,6,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,Yes,IDR,Monthly,,"5,400,000",,,,"64,800,000","5,443",,Y,,Large enterprise (MNC),Industrial products & construction,"1001 - 10,000",Team of 1,Not applicable,Fully on-site,PT. Wijaya Karya (Persero) Tbk
23/10/2024 12:50,Indonesia,Jakarta,Male,25 - 30,senior graphic designer,Product designer,Full-time employee,Senior IC,Marketing / graphic design,9,12,5 to 10 years,High school / secondary school,No,,,,,,,No,IDR,Monthly,,"15,000,000","21,000,000",,,"201,000,000","16,884",,Y,"Dental insurance, Health insurance",Large enterprise (MNC),"Retail, wholesale & distribution",201 - 1000,Nov-50,Yes,3 days on-site,Bukalapak
23/10/2024 12:50,Indonesia,Jakarta,Male,31 - 35,product design manager,UI/UX Designer,Full-time employee,Manager,Design leadership and management,7,12,5 to 10 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"35,000,000","35,000,000",,,"455,000,000","38,220",,Y,"Allowance for flexible working arrangement (remote/co-working space), Health insurance, Paid time off / vacation time, Dental insurance",Large enterprise (MNC),Health care,201 - 1000,Nov-50,Yes,4 days on-site,
23/10/2024 12:52,Indonesia,Bitung,Female,25 - 30,UI/UX Designer,Product designer,Full-time employee,Mid-level IC,Visual / UI design,3,4,3 to 5 years,Bachelor's degree,No,,,,,,,No,USD,Monthly,,800,,,,"9,600","12,960",,Y,,Start-up,"Technology, media & telecommunications",Nov-50,2-Oct,No,Fully remote,
23/10/2024 12:55,Indonesia,Jakarta,Female,25 - 30,Senior Product Designer,Product designer,Full-time employee,Senior IC,Product / UX design,3,5,3 to 5 years,Bachelor's degree,Yes,Bootcamps (e.g. General Assembly),FALSE,FALSE,TRUE,FALSE,FALSE,No,IDR,Monthly,,"9,031,286","9,000,000",,,"117,375,432","9,860",,Y,Onsite food / snacks,Agency / Consulting,"Technology, media & telecommunications",Nov-50,Nov-50,No,3 days on-site,
23/10/2024 12:57,Indonesia,Jakarta,Male,18 - 24,Product Designer,Graphic Designer,Full-time employee,Mid-level IC,Visual / UI design,4,4,3 to 5 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"10,000,000","10,000,000",,,"130,000,000","10,920",,Y,"Dental insurance, Professional development, training, or learning fund, Health insurance",Large enterprise (MNC),Banking & capital markets,"1001 - 10,000",2-Oct,No,Fully on-site,Bank Sinarmas
23/10/2024 12:59,Indonesia,Jakarta,Female,18 - 24,Graphic designer,UI/UX Designer,Full-time employee,Mid-level IC,Marketing / graphic design,3,3,3 to 5 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Self-taught / informal / unstructured courses, Bootcamps (e.g. General Assembly)",TRUE,FALSE,TRUE,FALSE,TRUE,No,IDR,Monthly,,"5,900,000","5,500,000",,,"76,300,000","6,409",,Y,"Health insurance, Paid time off / vacation time",Large enterprise (MNC),Fashion,Nov-50,2-Oct,Yes,4 days on-site,Kami Idea Indonesia
23/10/2024 13:02,Indonesia,Jakarta,Male,25 - 30,UX/UX Designed,Graphic Designer,Fixed term contractor,Senior IC,Product / UX design,5,5,5 to 10 years,High school / secondary school,Yes,"Self-taught / informal / unstructured courses, Bootcamps (e.g. General Assembly)",FALSE,FALSE,TRUE,FALSE,TRUE,No,IDR,Annual,"228,000,000",,,,,"228,000,000","19,152",,Y,"Paid time off / vacation time, Internet / mobile phone subsidies",Large enterprise (MNC),Insurance,201 - 1000,2-Oct,Yes,3 days on-site,
23/10/2024 13:03,Indonesia,Majalengka,Male,18 - 24,Graphic Designer,Graphic Designer,Full-time employee,Mid-level IC,Graphic Design,5,3,5 to 10 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"1,600,000",,,,"19,200,000","1,613",,Y,"Allowance for flexible working arrangement (remote/co-working space), Spotify",Agency / Consulting,"Technology, media & telecommunications",1-Oct,2-Oct,Yes,2 days on-site,Vues Digital Agency
23/10/2024 13:05,Indonesia,Jakarta,Male,46 - 50,graphic design,Graphic Designer,Full-time employee,Lead / Staff / Principal IC,Marketing / graphic design,25,17,Atleast 10 years,Bachelor's degree,Yes,"In-person certified courses, Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,TRUE,FALSE,No,IDR,Monthly,,"12,000,000","10,000,000","15,000,000","5,000,000","174,000,000","14,616",,Y,"Paid medical leave, Health insurance, Meal subsidies",Manufacturing,Health care,"1001 - 10,000",2-Oct,Yes,Fully remote,
23/10/2024 13:14,Indonesia,Jakarta,Female,18 - 24,Webtoon Graphic Designer,Multidisciplinary Designer,Full-time employee,Mid-level IC,Webtoon localization design,4,2,3 to 5 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"5,750,000","5,750,000",,,"74,750,000","6,279",,Y,"Meal subsidies, Budget for equipment or home office setup, Professional development, training, or learning fund, Paid time off / vacation time, Onsite food / snacks, Other",Small-medium enterprise,Entertainment,51 - 200,2-Oct,No,Fully on-site,
23/10/2024 13:17,Indonesia,Jakarta,Female,18 - 24,Game Artist/Designer,UI/UX Designer,Full-time employee,Mid-level IC,Visual / UI design,3,3,3 to 5 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"6,000,000","6,000,000",,,"78,000,000","6,552",,Y,"Meal subsidies, Health insurance, Dental insurance, Paid time off / vacation time, Professional development, training, or learning fund",Small-medium enterprise,"Transportation, hospitality & services",Nov-50,2-Oct,Yes,Fully on-site,
23/10/2024 13:20,Indonesia,Jakarta,Male,18 - 24,UI/UX Designer,Head of Design,Fixed term contractor,Junior IC (Entry level),Product / UX design,3,3,3 to 5 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"6,000,000","13,000,000",,"1,400,000","86,400,000","7,258",,Y,"Transport subsidies, Meal subsidies, Health insurance",Agency / Consulting,"Technology, media & telecommunications",201 - 1000,2-Oct,No,Fully on-site,Astra Graphia Information Technology (AGIT)
23/10/2024 13:21,Indonesia,Denpasar,Male,18 - 24,Head Design,Product designer,Full-time employee,Lead / Staff / Principal IC,Service Design,5,5,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"2,500,000","2,500,000","3,000,000",,"35,500,000","2,982",,Y,"Health insurance, Meal subsidies, Budget for equipment or home office setup, Internet / mobile phone subsidies",Small-medium enterprise,Event Organizer,1-Oct,2-Oct,Yes,Fully on-site,Boom Production
23/10/2024 13:29,Indonesia,Jakarta,Male,31 - 35,Lead Product Designer,UI/UX Designer,Full-time employee,Manager,Product / UX design,17,12,Atleast 10 years,Bachelor's degree,Yes,"Online certification (e.g. Coursera or IDF), In-person certified courses, Self-taught / informal / unstructured courses",FALSE,TRUE,FALSE,TRUE,TRUE,No,IDR,Monthly,,"25,000,000","132,000,000",,,"432,000,000","36,288",,Y,"Meal subsidies, Wellness (gym, fitness, etc), Onsite food / snacks, Professional development, training, or learning fund, Flexible schedule, Health insurance, Budget for equipment or home office setup, Dental insurance, Employee installment subsidy program",Large enterprise (MNC),Mining & metals,51 - 200,2-Oct,Yes,Fully on-site,PT Bukit Makmur Mandiri Utama
23/10/2024 13:33,Indonesia,Jakarta,Female,25 - 30,ui ux designer,UI/UX Designer,Full-time employee,Mid-level IC,Visual / UI design,2,6,Up to 3 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"11,000,000","15,000,000",,,"147,000,000","12,348",,Y,"Transport subsidies, Dental insurance, Professional development, training, or learning fund, Health insurance, Budget for equipment or home office setup, Paid time off / vacation time",Start-up,Financial services,201 - 1000,2-Oct,Yes,3 days on-site,
23/10/2024 13:33,Indonesia,Jakarta,Male,25 - 30,UI/UX Designer,Product designer,Self-employed (Freelancers; own company),Mid-level IC,Visual / UI design,4,8,3 to 5 years,Bachelor's degree,Yes,Bootcamps (e.g. General Assembly),FALSE,FALSE,TRUE,FALSE,FALSE,No,IDR,Monthly,,"7,000,000",,,,"84,000,000","7,056",,Y,,Agency / Consulting,"Transportation, hospitality & services",Nov-50,Team of 1,Not applicable,Fully remote,See GPS
